track_sample_id,label,source_path,condition,bitrate,compressed_path,ok,status,size_bytes
sample_00911,FAKE,data/raw/Echoes/Echoes/TTA/brev/Fuckaboing_RoccoW_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00911.mp3,True,encoded,2817069
sample_00911,FAKE,data/raw/Echoes/Echoes/TTA/brev/Fuckaboing_RoccoW_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00911.mp3,True,encoded,1408557
sample_00926,FAKE,data/raw/Echoes/Echoes/TTA/brev/Night_Owl_Broke_For_Free_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00926.mp3,True,encoded,2208429
sample_00926,FAKE,data/raw/Echoes/Echoes/TTA/brev/Night_Owl_Broke_For_Free_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00926.mp3,True,encoded,1104237
sample_00927,FAKE,data/raw/Echoes/Echoes/TTA/brev/Night_Owl_Broke_For_Free_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00927.mp3,True,encoded,2304813
sample_00927,FAKE,data/raw/Echoes/Echoes/TTA/brev/Night_Owl_Broke_For_Free_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00927.mp3,True,encoded,1152429
sample_00946,FAKE,data/raw/Echoes/Echoes/TTA/brev/Pista_Afuera_Epstein_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00946.mp3,True,encoded,2375469
sample_00946,FAKE,data/raw/Echoes/Echoes/TTA/brev/Pista_Afuera_Epstein_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00946.mp3,True,encoded,1187757
sample_00947,FAKE,data/raw/Echoes/Echoes/TTA/brev/Pista_Afuera_Epstein_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00947.mp3,True,encoded,2992173
sample_00947,FAKE,data/raw/Echoes/Echoes/TTA/brev/Pista_Afuera_Epstein_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00947.mp3,True,encoded,1496109
sample_00950,FAKE,data/raw/Echoes/Echoes/TTA/brev/Realize_Me_Jim_Rooster_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00950.mp3,True,encoded,2719533
sample_00950,FAKE,data/raw/Echoes/Echoes/TTA/brev/Realize_Me_Jim_Rooster_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00950.mp3,True,encoded,1359789
sample_00951,FAKE,data/raw/Echoes/Echoes/TTA/brev/Realize_Me_Jim_Rooster_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00951.mp3,True,encoded,2604333
sample_00951,FAKE,data/raw/Echoes/Echoes/TTA/brev/Realize_Me_Jim_Rooster_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00951.mp3,True,encoded,1302189
sample_00952,FAKE,data/raw/Echoes/Echoes/TTA/brev/Resistentialism_Nihilore_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00952.mp3,True,encoded,3199533
sample_00952,FAKE,data/raw/Echoes/Echoes/TTA/brev/Resistentialism_Nihilore_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00952.mp3,True,encoded,1599789
sample_00953,FAKE,data/raw/Echoes/Echoes/TTA/brev/Resistentialism_Nihilore_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00953.mp3,True,encoded,2715693
sample_00953,FAKE,data/raw/Echoes/Echoes/TTA/brev/Resistentialism_Nihilore_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00953.mp3,True,encoded,1357869
sample_00974,FAKE,data/raw/Echoes/Echoes/TTA/brev/Ugh_Humans_Can_Join_Mystery_Mammal_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00974.mp3,True,encoded,3390381
sample_00974,FAKE,data/raw/Echoes/Echoes/TTA/brev/Ugh_Humans_Can_Join_Mystery_Mammal_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00974.mp3,True,encoded,1695213
sample_00975,FAKE,data/raw/Echoes/Echoes/TTA/brev/Ugh_Humans_Can_Join_Mystery_Mammal_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00975.mp3,True,encoded,3428781
sample_00975,FAKE,data/raw/Echoes/Echoes/TTA/brev/Ugh_Humans_Can_Join_Mystery_Mammal_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00975.mp3,True,encoded,1714413
sample_00992,FAKE,data/raw/Echoes/Echoes/TTA/brev/Different_Day_First_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00992.mp3,True,encoded,3351213
sample_00992,FAKE,data/raw/Echoes/Echoes/TTA/brev/Different_Day_First_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00992.mp3,True,encoded,1675629
sample_00993,FAKE,data/raw/Echoes/Echoes/TTA/brev/Different_Day_First_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_00993.mp3,True,encoded,3757869
sample_00993,FAKE,data/raw/Echoes/Echoes/TTA/brev/Different_Day_First_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_00993.mp3,True,encoded,1878957
sample_01002,FAKE,data/raw/Echoes/Echoes/TTA/brev/Hungry_Oh_Yeah_the_Future_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01002.mp3,True,encoded,2480301
sample_01002,FAKE,data/raw/Echoes/Echoes/TTA/brev/Hungry_Oh_Yeah_the_Future_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01002.mp3,True,encoded,1240173
sample_01003,FAKE,data/raw/Echoes/Echoes/TTA/brev/Hungry_Oh_Yeah_the_Future_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01003.mp3,True,encoded,3436461
sample_01003,FAKE,data/raw/Echoes/Echoes/TTA/brev/Hungry_Oh_Yeah_the_Future_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01003.mp3,True,encoded,1718253
sample_01024,FAKE,data/raw/Echoes/Echoes/TTA/brev/Motocross_Mania_Monroeville_Music_Center_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01024.mp3,True,encoded,2301741
sample_01024,FAKE,data/raw/Echoes/Echoes/TTA/brev/Motocross_Mania_Monroeville_Music_Center_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01024.mp3,True,encoded,1150893
sample_01025,FAKE,data/raw/Echoes/Echoes/TTA/brev/Motocross_Mania_Monroeville_Music_Center_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01025.mp3,True,encoded,2721069
sample_01025,FAKE,data/raw/Echoes/Echoes/TTA/brev/Motocross_Mania_Monroeville_Music_Center_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01025.mp3,True,encoded,1360557
sample_01026,FAKE,data/raw/Echoes/Echoes/TTA/brev/Music_For_an_Underground_Circu_Ergo_Phizmiz_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01026.mp3,True,encoded,2343213
sample_01026,FAKE,data/raw/Echoes/Echoes/TTA/brev/Music_For_an_Underground_Circu_Ergo_Phizmiz_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01026.mp3,True,encoded,1171629
sample_01027,FAKE,data/raw/Echoes/Echoes/TTA/brev/Music_For_an_Underground_Circu_Ergo_Phizmiz_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01027.mp3,True,encoded,2665389
sample_01027,FAKE,data/raw/Echoes/Echoes/TTA/brev/Music_For_an_Underground_Circu_Ergo_Phizmiz_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01027.mp3,True,encoded,1332717
sample_01046,FAKE,data/raw/Echoes/Echoes/TTA/brev/She_Works_Tepid_Waters_Bird_Names_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01046.mp3,True,encoded,2848173
sample_01046,FAKE,data/raw/Echoes/Echoes/TTA/brev/She_Works_Tepid_Waters_Bird_Names_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01046.mp3,True,encoded,1424109
sample_01047,FAKE,data/raw/Echoes/Echoes/TTA/brev/She_Works_Tepid_Waters_Bird_Names_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01047.mp3,True,encoded,2784813
sample_01047,FAKE,data/raw/Echoes/Echoes/TTA/brev/She_Works_Tepid_Waters_Bird_Names_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01047.mp3,True,encoded,1392429
sample_01050,FAKE,data/raw/Echoes/Echoes/TTA/brev/Something_Dirty_Ergo_Phizmiz_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01050.mp3,True,encoded,2128941
sample_01050,FAKE,data/raw/Echoes/Echoes/TTA/brev/Something_Dirty_Ergo_Phizmiz_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01050.mp3,True,encoded,1064493
sample_01051,FAKE,data/raw/Echoes/Echoes/TTA/brev/Something_Dirty_Ergo_Phizmiz_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01051.mp3,True,encoded,1845549
sample_01051,FAKE,data/raw/Echoes/Echoes/TTA/brev/Something_Dirty_Ergo_Phizmiz_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01051.mp3,True,encoded,922797
sample_01070,FAKE,data/raw/Echoes/Echoes/TTA/brev/Troubles_Ive_seen_Malaventura_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01070.mp3,True,encoded,3548589
sample_01070,FAKE,data/raw/Echoes/Echoes/TTA/brev/Troubles_Ive_seen_Malaventura_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01070.mp3,True,encoded,1774317
sample_01071,FAKE,data/raw/Echoes/Echoes/TTA/brev/Troubles_Ive_seen_Malaventura_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01071.mp3,True,encoded,3650349
sample_01071,FAKE,data/raw/Echoes/Echoes/TTA/brev/Troubles_Ive_seen_Malaventura_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01071.mp3,True,encoded,1825197
sample_01084,FAKE,data/raw/Echoes/Echoes/TTA/brev/Attention_Pete_Prodoehl_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01084.mp3,True,encoded,3994413
sample_01084,FAKE,data/raw/Echoes/Echoes/TTA/brev/Attention_Pete_Prodoehl_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01084.mp3,True,encoded,1997229
sample_01085,FAKE,data/raw/Echoes/Echoes/TTA/brev/Attention_Pete_Prodoehl_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01085.mp3,True,encoded,4234413
sample_01085,FAKE,data/raw/Echoes/Echoes/TTA/brev/Attention_Pete_Prodoehl_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01085.mp3,True,encoded,2117229
sample_01100,FAKE,data/raw/Echoes/Echoes/TTA/brev/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01100.mp3,True,encoded,3600813
sample_01100,FAKE,data/raw/Echoes/Echoes/TTA/brev/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01100.mp3,True,encoded,1800429
sample_01101,FAKE,data/raw/Echoes/Echoes/TTA/brev/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01101.mp3,True,encoded,2986413
sample_01101,FAKE,data/raw/Echoes/Echoes/TTA/brev/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01101.mp3,True,encoded,1493229
sample_01108,FAKE,data/raw/Echoes/Echoes/TTA/brev/I_Inflammator_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01108.mp3,True,encoded,2678829
sample_01108,FAKE,data/raw/Echoes/Echoes/TTA/brev/I_Inflammator_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01108.mp3,True,encoded,1339437
sample_01109,FAKE,data/raw/Echoes/Echoes/TTA/brev/I_Inflammator_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01109.mp3,True,encoded,2640429
sample_01109,FAKE,data/raw/Echoes/Echoes/TTA/brev/I_Inflammator_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01109.mp3,True,encoded,1320237
sample_01114,FAKE,data/raw/Echoes/Echoes/TTA/brev/LIQUID_SKULLS_voyageurs_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01114.mp3,True,encoded,3111213
sample_01114,FAKE,data/raw/Echoes/Echoes/TTA/brev/LIQUID_SKULLS_voyageurs_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01114.mp3,True,encoded,1555629
sample_01115,FAKE,data/raw/Echoes/Echoes/TTA/brev/LIQUID_SKULLS_voyageurs_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01115.mp3,True,encoded,2496813
sample_01115,FAKE,data/raw/Echoes/Echoes/TTA/brev/LIQUID_SKULLS_voyageurs_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01115.mp3,True,encoded,1248429
sample_01118,FAKE,data/raw/Echoes/Echoes/TTA/brev/Love_Dream_The_Zombie_Dandies_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01118.mp3,True,encoded,1470381
sample_01118,FAKE,data/raw/Echoes/Echoes/TTA/brev/Love_Dream_The_Zombie_Dandies_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01118.mp3,True,encoded,735213
sample_01119,FAKE,data/raw/Echoes/Echoes/TTA/brev/Love_Dream_The_Zombie_Dandies_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01119.mp3,True,encoded,2074029
sample_01119,FAKE,data/raw/Echoes/Echoes/TTA/brev/Love_Dream_The_Zombie_Dandies_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01119.mp3,True,encoded,1037037
sample_01144,FAKE,data/raw/Echoes/Echoes/TTA/brev/Sfogare_Il_Dissenso_Deiezione_HC_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01144.mp3,True,encoded,1752621
sample_01144,FAKE,data/raw/Echoes/Echoes/TTA/brev/Sfogare_Il_Dissenso_Deiezione_HC_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01144.mp3,True,encoded,876333
sample_01145,FAKE,data/raw/Echoes/Echoes/TTA/brev/Sfogare_Il_Dissenso_Deiezione_HC_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01145.mp3,True,encoded,1509933
sample_01145,FAKE,data/raw/Echoes/Echoes/TTA/brev/Sfogare_Il_Dissenso_Deiezione_HC_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01145.mp3,True,encoded,754989
sample_01152,FAKE,data/raw/Echoes/Echoes/TTA/brev/Stuttgart_Portrayal_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01152.mp3,True,encoded,3035949
sample_01152,FAKE,data/raw/Echoes/Echoes/TTA/brev/Stuttgart_Portrayal_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01152.mp3,True,encoded,1517997
sample_01153,FAKE,data/raw/Echoes/Echoes/TTA/brev/Stuttgart_Portrayal_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01153.mp3,True,encoded,3668013
sample_01153,FAKE,data/raw/Echoes/Echoes/TTA/brev/Stuttgart_Portrayal_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01153.mp3,True,encoded,1834029
sample_01154,FAKE,data/raw/Echoes/Echoes/TTA/brev/Terve_Teille_Чокнутый_Пропеллер_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01154.mp3,True,encoded,1916973
sample_01154,FAKE,data/raw/Echoes/Echoes/TTA/brev/Terve_Teille_Чокнутый_Пропеллер_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01154.mp3,True,encoded,958509
sample_01155,FAKE,data/raw/Echoes/Echoes/TTA/brev/Terve_Teille_Чокнутый_Пропеллер_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01155.mp3,True,encoded,1920429
sample_01155,FAKE,data/raw/Echoes/Echoes/TTA/brev/Terve_Teille_Чокнутый_Пропеллер_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01155.mp3,True,encoded,960237
sample_01168,FAKE,data/raw/Echoes/Echoes/TTA/brev/Where_Is_Everything_The_Moi_Non_Plus_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01168.mp3,True,encoded,2369709
sample_01168,FAKE,data/raw/Echoes/Echoes/TTA/brev/Where_Is_Everything_The_Moi_Non_Plus_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01168.mp3,True,encoded,1184877
sample_01169,FAKE,data/raw/Echoes/Echoes/TTA/brev/Where_Is_Everything_The_Moi_Non_Plus_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01169.mp3,True,encoded,1615149
sample_01169,FAKE,data/raw/Echoes/Echoes/TTA/brev/Where_Is_Everything_The_Moi_Non_Plus_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01169.mp3,True,encoded,807597
sample_01170,FAKE,data/raw/Echoes/Echoes/TTA/brev/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01170.mp3,True,encoded,2450733
sample_01170,FAKE,data/raw/Echoes/Echoes/TTA/brev/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01170.mp3,True,encoded,1225389
sample_01171,FAKE,data/raw/Echoes/Echoes/TTA/brev/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01171.mp3,True,encoded,2465709
sample_01171,FAKE,data/raw/Echoes/Echoes/TTA/brev/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01171.mp3,True,encoded,1232877
sample_01181,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/2Much_Andy_Spinelli_Alex_Sánchez_House_Edit_Tentacles_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01181.mp3,True,encoded,2048879
sample_01181,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/2Much_Andy_Spinelli_Alex_Sánchez_House_Edit_Tentacles_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01181.mp3,True,encoded,1024461
sample_01182,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/3_am_West_End_statusq_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01182.mp3,True,encoded,1904684
sample_01182,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/3_am_West_End_statusq_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01182.mp3,True,encoded,952364
sample_01194,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Bizzy_The_Tleilaxu_Music_Machine_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01194.mp3,True,encoded,2272488
sample_01194,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Bizzy_The_Tleilaxu_Music_Machine_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01194.mp3,True,encoded,1136266
sample_01200,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Dance_Harder_Three_Chain_Links_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01200.mp3,True,encoded,2240723
sample_01200,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Dance_Harder_Three_Chain_Links_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01200.mp3,True,encoded,1120383
sample_01209,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/End_titles_Itsensäsyöjät_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01209.mp3,True,encoded,1920148
sample_01209,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/End_titles_Itsensäsyöjät_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01209.mp3,True,encoded,960096
sample_01216,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Fuckaboing_RoccoW_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01216.mp3,True,encoded,2224840
sample_01216,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Fuckaboing_RoccoW_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01216.mp3,True,encoded,1112442
sample_01230,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Lets_Start_Out_Slow_RoccoW_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01230.mp3,True,encoded,1936866
sample_01230,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Lets_Start_Out_Slow_RoccoW_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01230.mp3,True,encoded,968455
sample_01231,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Let_Youre_Body_Move_D_SMILEZ_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01231.mp3,True,encoded,1648475
sample_01231,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Let_Youre_Body_Move_D_SMILEZ_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01231.mp3,True,encoded,824259
sample_01240,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Night_Owl_Broke_For_Free_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01240.mp3,True,encoded,2257023
sample_01240,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Night_Owl_Broke_For_Free_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01240.mp3,True,encoded,1128533
sample_01251,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Pista_Afuera_Epstein_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01251.mp3,True,encoded,1824435
sample_01251,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Pista_Afuera_Epstein_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01251.mp3,True,encoded,912239
sample_01254,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Realize_Me_Jim_Rooster_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01254.mp3,True,encoded,1569062
sample_01254,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Realize_Me_Jim_Rooster_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01254.mp3,True,encoded,784553
sample_01255,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Resistentialism_Nihilore_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01255.mp3,True,encoded,1808971
sample_01255,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Resistentialism_Nihilore_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01255.mp3,True,encoded,904507
sample_01262,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Set_Fire_to_Creation_Nihilore_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01262.mp3,True,encoded,1745023
sample_01262,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Set_Fire_to_Creation_Nihilore_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01262.mp3,True,encoded,872533
sample_01269,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Support_Me_in_This_Moment_That_Im_About_To_Lose_Heart_Nihilore_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01269.mp3,True,encoded,1904684
sample_01269,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/Support_Me_in_This_Moment_That_Im_About_To_Lose_Heart_Nihilore_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01269.mp3,True,encoded,952364
sample_01273,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/The_Adventures_Of_Roderick_Random_Maps_And_Diagrams_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01273.mp3,True,encoded,2320971
sample_01273,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/The_Adventures_Of_Roderick_Random_Maps_And_Diagrams_diffrhythm_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01273.mp3,True,encoded,1160507
sample_01279,FAKE,data/raw/Echoes/Echoes/TTA/diffrhythm/The_Secret_Garden_Barbarix_diffrhythm_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01279.mp3,True,encoded,1904684
