group_id,original_audio,genre,split,fma_track_id,real_duration_sec,tta_track_count,tta_generators
grp_72e16dfdb6b2,Demolition - Michett,Rock,train,130608,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_7763fcae92c6,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",Rock,train,135209,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_78f391a3df8c,I Fell - Mod Fun,Rock,train,3962,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_79c18ea9e50d,Mountain Mist - Modey Lemon,Rock,train,3974,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_7add4dea442c,Moja Krypta - AmortE,Rock,train,36707,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_8af5a0ecec8f,Robocall - Legally Blind,Rock,train,130403,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_8b8a991bc0d7,Stuttgart - Portrayal,Rock,train,147951,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_8f668402ef37,I'm gonna try to reach - Los Llamarada,Rock,train,28763,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_94e67ffa3d9c,Breathe New Life - Scott Holmes,Rock,train,114396,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_974c544610a5,"6 (Coat of Arms, Close) - Isle of Pine",Rock,train,66446,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_982f9c644eeb,Shipwrecked Crew - Pete Prodoehl,Rock,train,118053,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_98b7abe28eee,A Dark Blue Arc - Pipe Choir,Rock,train,129963,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_99ba373d9e86,I - Inflammator,Rock,train,141892,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_9e50961152d6,Half a Doubt - Droopies,Rock,train,127558,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_9e631b2d6a87,The Monster Mash/Ya Look Fantastic - The Crypts!,Rock,train,131178,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_a34a41c6f814,Redlight - Room For A Ghost,Rock,train,61493,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_a35f41296fb2,Versailles - Pierce Murphy,Rock,train,121769,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_a592851f16b8,A Lady In Red With A Plan To Steal - Did You Just Hex Me?,Rock,train,74910,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_a92cab15abea,Digital Lightning - Cloudkicker,Rock,train,112315,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_a9d6fa75d49b,2 (Wasn't There) - Isle of Pine,Rock,train,66449,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_abab95958960,Snakefirewalking - Los Llamarada,Rock,train,28756,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_aed6ae4362f4,Roland Garros 2048 - Zoliborz,Rock,train,115761,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_b03a38404f19,Infinite Light - Pipe Choir,Rock,train,129968,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_b385d1058e55,Sheffield Hall - Andy G. Cohen,Rock,train,126294,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_b576fc43e192,Terve Teille - Чокнутый Пропеллер,Rock,train,102190,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_b6cee92594da,KISS my Boots - The Zombie Dandies,Rock,train,147416,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_bcdedd84052a,Formic Acid for Blood - Punk Rock Opera,Rock,train,149414,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_be8aa259cbae,I Dream So Vividly - Uninhabitable Mansions,Rock,train,5148,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_c44b3ce1cfa4,The girl just faded - Los Llamarada,Rock,train,28752,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_c74cf4d66237,We Move in Waves - Modey Lemon,Rock,train,3984,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_c77ec2f545fd,"50,000 Volts of Democracy mp3 - Legally Blind",Rock,train,130401,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_c808970b5a0d,Voxel - Andy G. Cohen,Rock,train,126296,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_d3cbfd43629d,I Can See Everything - Mod Fun,Rock,train,3961,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_e0de7000a897,Lights Up - Pipe Choir,Rock,train,129962,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_e26aace73581,Ynkelig - Die Morgendammerung Des Valhalla,Rock,train,149711,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_e4f5d5fecfa6,Sonzis FM - Pipe Choir,Rock,train,129969,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_ebb2347aadd3,Sfogare Il Dissenso - Deiezione HC,Rock,train,148889,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_eceb97721699,Fear - Los Fancy Free,Rock,train,3857,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_eeed7ca5399d,Black Panda - The Crypts!,Rock,train,131153,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_f0d4b5730601,5 (Lexington) - Isle of Pine,Rock,train,66445,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_f3b955317695,Track 04 - Lightning Bolt,Rock,train,3836,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_f533775cfe1b,Happy - Lamprey,Rock,train,135370,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_f5f99060bbd5,The Contract - The IMG,Rock,train,129262,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_f6d454948637,Untitled - Fatal Injection,Rock,train,140149,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_f73f99366b36,Hisko Detria - Hisko Detria,Rock,train,67162,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_0bb37b1bc037,Loved Ones - Rowan Box,Electronic,validation,148802,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_18d056af1770,"10,000 People Chanting, ""I'm an Individual"" - Nihilore",Electronic,validation,140932,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_39ba159a240b,Pista Afuera - Epstein,Electronic,validation,24919,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_521c33c2e240,Ugly - Vienna Ditto,Electronic,validation,107613,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_6533b49fc067,Three Bird - My brother Daniel,Electronic,validation,117282,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_7c0d49ac6da7,Liar Liar Quietly - Vienna Ditto,Electronic,validation,147299,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_7ebb860f0a51,Rolling On - Avaren,Electronic,validation,112373,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_7f21a40a12f4,Dreams - ENDRUDARK,Electronic,validation,89814,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_8e4c92f52bec,When I Was Taller - Dan Deacon,Electronic,validation,4701,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_a4864fedd7f9,Topam - Twin Heads,Electronic,validation,143126,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_a7504cc659d6,Yurtology - Michett,Electronic,validation,130137,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_adf2a5ad2f01,End titles - Itsensäsyöjät,Electronic,validation,154926,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_b6e5b3e35e9e,Tartu Tähän Hetkeen - Paavoharju,Electronic,validation,31566,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_d48102df0ccb,Empower Thee - vargero,Electronic,validation,71505,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_ddce4a719434,OOOTHERSIDE - Liquid Paper - Mike B. Fort,Electronic,validation,142080,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_f62876d637a8,Slot - Neotnas,Electronic,validation,33601,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_f98dbbd8fac6,Take Your Fingers - Michael Fakesch,Electronic,validation,33594,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_f9f78e50e40a,Ugh! Humans Can Join - Mystery Mammal,Electronic,validation,143059,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_003e4e10ddf9,We Are Canucks - David Blair,Pop,validation,86634,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_12bb40f8f41a,Stockholm Syndrome / People Should Be More Aware - Bird Names,Pop,validation,6795,29.988571,17,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_25f703acf582,Food and War - Ergo Phizmiz,Pop,validation,22473,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_3d38917bf732,Something Dirty - Ergo Phizmiz,Pop,validation,22478,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_74000523d39a,El Burrito - Malaventura,Pop,validation,113021,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_8a6f27536752,The Reality Machine - Monroeville Music Center,Pop,validation,91161,30.014694,17,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_d6b62fe5936e,Busby Berkeley - Ergo Phizmiz,Pop,validation,22472,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_e5cdace5e035,"First Glance - Oh Yeah, the Future",Pop,validation,127296,30.014694,14,acestep|brev|diffrhythm|elevenlabs|musicgen|producer|songgen|stableaudio|suno|udio
grp_fbb085127650,"Snowday - Oh Yeah, the Future",Pop,validation,127303,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_fbdc7ec3decb,Norweigian Wood II - Bird Names,Pop,validation,6791,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_0a217462029e,Soul of the Demon - Zombie Raiders,Rock,validation,37147,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_11a7b94ccdaf,Johnny I Lie - The Moi Non Plus,Rock,validation,4383,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_14f0d5325d25,Lost Paradise - Autumn Interlude,Rock,validation,149488,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_70cf990647e6,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,Rock,validation,131168,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_717fec7a989c,Nose - DUSTdevils,Rock,validation,26730,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_7f2193cd8714,Liberation is not Easy - Frigg A Go Go (F.A.G.G.),Rock,validation,5285,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_81d22f6f83f2,Puertas de Fuego - Guerra de Cerdos,Rock,validation,121253,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_84679b629d03,Niche Dreams - Square People,Rock,validation,75787,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_86f161359581,Love Dream - The Zombie Dandies,Rock,validation,147377,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_878c122b1357,Five 40 Derby/Slow Whistle - The Crypts!,Rock,validation,131164,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_8f31a8079de3,Sea Monster - The Crypts!,Rock,validation,131122,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_9076a7f7bdc7,Dr. Bodysnatcher - Modey Lemon,Rock,validation,3988,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_a52947fc22a1,LIQUID SKULLS - voyageurs,Rock,validation,42787,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_afc0e01abba2,Eyes Getting Louder - Mod Fun,Rock,validation,3966,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_c6bb8060b62d,Hahaha - The Moi Non Plus,Rock,validation,4385,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_da3f8cd0ed27,I - Nocturnal Mayhem,Rock,validation,141877,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_eeb13cbb62dd,Cassie Lace - The Zombie Dandies,Rock,validation,147384,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_0d51de8c089d,mystery team 2090 - Jesse Futerman,Electronic,test,40485,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_1db6bb2ea6ff,Bizzy - The Tleilaxu Music Machine,Electronic,test,1881,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_24ae70892ed5,Z-Saber (feat Jake Allison) - Decktonic,Electronic,test,72073,29.988571,4,acestep|audioldm|musicgen|songgen
grp_2717e07ca6be,Resistentialism - Nihilore,Electronic,test,132443,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_2e25f00bb041,Enthalpy - Rolemusic,Electronic,test,108855,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_2f63afb13d01,Only Instrumental - Broke For Free,Electronic,test,42372,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_56ecc6381ac5,As Nihilism Gives Way To Existentialism - Nihilore,Electronic,test,134148,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_678678f9cdd4,Variations - Decktonic,Electronic,test,72070,29.988571,2,audioldm|musicgen
grp_7fbd4e6150ee,Autobahn - S-B-J,Electronic,test,137049,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_81869ed23e67,The Boss - Multifaros,Electronic,test,15770,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_8b163fdb1c5d,Seppuku Bot - Decktonic,Electronic,test,87842,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_924974b40cb9,A Different World By Night - Nihilore,Electronic,test,140926,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_af58ba19eebd,Cloudy - Subway Sonicbeat,Electronic,test,71506,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_b17d03130c18,Liberosis - Nihilore,Electronic,test,132445,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_d33597712057,End of the Line - H-LR,Electronic,test,145916,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_d6c0cde68da7,Acoustic Unleashed - Remain,Electronic,test,141875,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_d91b8e196d25,Sturgeon's Law - Nihilore,Electronic,test,145818,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_f1b9bd89dd00,Fly 2 - Andre Jetson,Electronic,test,152326,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_2c0c06b6bba9,The Queen - Malaventura,Pop,test,113027,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_3bd6e8945065,Polinesia - Malaventura,Pop,test,113020,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_4fee7afc91b2,Roller Star - Monroeville Music Center,Pop,test,91164,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_5d4c2635966a,Convicted Jazz Drones - Malaventura,Pop,test,113028,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_64a7dcdc618e,Evil Cannot Create - Caleb Lemond,Pop,test,135341,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_76918bcaa743,The Sandman - Ergo Phizmiz,Pop,test,22481,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_809a87ba8bcb,Production - Bird Names,Pop,test,6796,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_9eb9b32a582c,The Dream and the Dreamer - Caleb Lemond,Pop,test,135337,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_b87a27275097,John the Baby - Ergo Phizmiz,Pop,test,22474,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_f79b3a6c0bc6,Troubles I've seen - Malaventura,Pop,test,113018,30.014694,17,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_0052ea5afb6e,Attention - Pete Prodoehl,Rock,test,118048,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_1bc3161b9edd,WET DREAMS - voyageurs,Rock,test,42770,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_2feebdb27e1a,Moontime - The IMG,Rock,test,129265,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_3f782d4c6d0b,One Eyed Ghost/This is gonna be a rough show - The Crypts!,Rock,test,131160,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_4826d605734d,Stranger - Frigg A Go Go (F.A.G.G.),Rock,test,5287,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_855e1d1409b7,Transmit - Lamprey,Rock,test,147709,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_8dc5671826f4,Millitary Industrial Complex - Punk Rock Opera,Rock,test,149416,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_97427e5819ac,We Misplaced A Cobra In the Uninhabitable Mansions - Uninhabitable Mansions,Rock,test,5149,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_a19b6ac9b73b,Reagan Shut Down the Asylums - Punk Rock Opera,Rock,test,149406,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_a23dc4ed91cc,Better Run Away From Me - Miss Derringer,Rock,test,3956,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_a5765a718147,Roach-Man - Punk Rock Opera,Rock,test,149405,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_d86bc2c60c90,Colossal Stillness - Scott Holmes,Rock,test,114404,30.014694,17,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_eb39b1652380,Fridge - Railkid Station,Rock,test,94342,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_efd937079e9d,Windows of the Skull - Sarin,Rock,test,113524,29.988571,14,audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_f0321daae9f4,Глазами Детей - Чокнутый Пропеллер,Rock,test,98077,30.014694,3,acestep|audioldm|stableaudio
grp_ffdef0c83d9e,Wake Up - The Moi Non Plus,Rock,test,4389,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
